Position,First Name,Last Name,Team,Salary
WR,Keon,Coleman,BUF,3400
WR,Davante,Adams,LV,5600
WR,Jakobi,Meyers,LV,4600
WR,DJ,Turner,LV,2200
WR,Tyreik,McAllister,LV,2200
WR,Tre,Tucker,LV,3400
WR,Demarcus,Robinson,LA,3400
WR,Cooper,Kupp,LA,5800
WR,Tyler,Johnson,LA,2200
WR,Tutu,Atwell,LA,3200
WR,Jordan,Whittington,LA,3200
WR,Alex,Bachman,LV,2200
WR,Kristian,Wilkerson,LV,2200
WR,David,Moore,CAR,2200
WR,Diontae,Johnson,CAR,5400
WR,Jonathan,Mingo,CAR,2200
WR,Xavier,Legette,CAR,3800
WR,Jalen,Coker,CAR,2200
WR,Noah,Brown,WAS,2800
WR,Terry,McLaurin,WAS,6000
WR,Olamide,Zaccheaus,WAS,2200
WR,Dyami,Brown,WAS,2200
WR,Luke,McCaffrey,WAS,2200
WR,JuJu,Smith-Schuster,KC,3800
WR,Justin,Watson,KC,2200
WR,Mecole,Hardman,KC,2200
WR,Skyy,Moore,KC,2200
WR,Xavier,Worthy,KC,4600
WR,Chris,Conley,SF,2200
WR,Deebo,Samuel Sr.,SF,5600
WR,Brandon,Aiyuk,SF,4600
WR,Jauan,Jennings,SF,4800
WR,Ronnie,Bell,SF,2200
WR,Jacob,Cowing,SF,2200
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
